year,origin,destin,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
1998,"DETROIT, MI","SAN JOSE, CA",597,2066,181,416.57999,.42560002,7.6333694,1,0,0,5.5683446,58.26833,.42560002,5.1984968
1999,"LAS VEGAS, NV","WASHINGTON, DC",805,2070,303,492.89999,.48349997,7.635304,0,1,0,5.7365723,58.297867,.48349997,5.7137327
1997,"LAS VEGAS, NV","WASHINGTON, DC",805,2070,306,402.26999,.30649999,7.635304,0,0,0,5.5333896,58.297867,.30649999,5.7235851
2000,"LAS VEGAS, NV","WASHINGTON, DC",805,2070,555,368.88,.35830003,7.635304,0,0,1,5.4467373,58.297867,.35830003,6.3189683
1998,"LAS VEGAS, NV","WASHINGTON, DC",805,2070,316,459.51001,.4632,7.635304,1,0,0,5.6664267,58.297867,.4632,5.7557421
2000,"PHILADELPHIA, PA","PHOENIX, AZ",1020,2076,648,448.38,.49669999,7.6381984,0,0,1,5.6419072,58.342075,.49669999,6.4738908
1998,"PHILADELPHIA, PA","PHOENIX, AZ",1020,2076,593,413.39999,.45249999,7.6381984,1,0,0,5.5606818,58.342075,.45249999,6.3851943
1999,"PHILADELPHIA, PA","PHOENIX, AZ",1020,2076,568,446.79001,.42860001,7.6381984,0,1,0,5.6383548,58.342075,.42860001,6.3421216
1997,"PHILADELPHIA, PA","PHOENIX, AZ",1020,2076,541,462.69,.45130002,7.6381984,0,0,0,5.6733232,58.342075,.45130002,6.2934194
1998,"DETROIT, MI","SAN FRANCISCO, CA",596,2080,651,440.42999,.62279999,7.6401234,1,0,0,5.6240177,58.371487,.62279999,6.4785094
1997,"DETROIT, MI","SAN FRANCISCO, CA",596,2080,598,483.35999,.67410004,7.6401234,0,0,0,5.7170277,58.371487,.67410004,6.3935909
1999,"DETROIT, MI","SAN FRANCISCO, CA",596,2080,572,553.32001,.57249999,7.6401234,0,1,0,5.8522024,58.371487,.57249999,6.3491392
2000,"DETROIT, MI","SAN FRANCISCO, CA",596,2080,646,542.19,.54100001,7.6401234,0,0,1,5.8318825,58.371487,.54100001,6.4707994
2000,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,243,338.67001,.222,7.6449194,0,0,1,5.3612924,58.444794,.222,5.4930615
1999,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,267,286.20001,.21790001,7.6449194,0,1,0,5.1929569,58.444794,.21790001,5.5872488
1997,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,183,337.07999,.27239999,7.6449194,0,0,0,5.3565865,58.444794,.27239999,5.209486
1998,"NEW ORLEANS, LA","SEATTLE, WA",930,2090,207,329.13,.25280002,7.6449194,1,0,0,5.3327188,58.444794,.25280002,5.3327188
1998,"SAN DIEGO, CA","TAMPA, FL",1112,2091,183,356.16,.29069999,7.6453977,1,0,0,5.4116459,58.452106,.29069999,5.209486
2000,"SAN DIEGO, CA","TAMPA, FL",1112,2091,234,329.13,.27320001,7.6453977,0,0,1,5.3327188,58.452106,.27320001,5.4553213
1997,"SAN DIEGO, CA","TAMPA, FL",1112,2091,167,365.70001,.25760001,7.6453977,0,0,0,5.4380794,58.452106,.25760001,5.1179938
1999,"SAN DIEGO, CA","TAMPA, FL",1112,2091,204,332.31,.27989998,7.6453977,0,1,0,5.3423343,58.452106,.27989998,5.31812
1999,"ATLANTA, GA","SACRAMENTO, CA",95,2094,218,453.14999,.5,7.6468315,0,1,0,5.6524892,58.474033,.5,5.3844953
1997,"ATLANTA, GA","SACRAMENTO, CA",95,2094,190,432.48001,.67010003,7.6468315,0,0,0,5.6058021,58.474033,.67010003,5.2470241
1998,"ATLANTA, GA","SACRAMENTO, CA",95,2094,229,394.32001,.65429997,7.6468315,1,0,0,5.5134287,58.474033,.65429997,5.433722
2000,"ATLANTA, GA","SACRAMENTO, CA",95,2094,244,484.95001,.588,7.6468315,0,0,1,5.7203116,58.474033,.588,5.4971681
2000,"BOSTON, MA","SALT LAKE CITY, UT",240,2106,309,477,.63940001,7.6525459,0,0,1,5.7037826,58.561459,.63940001,5.7333412
1999,"BOSTON, MA","SALT LAKE CITY, UT",240,2106,284,494.48999,.625,7.6525459,0,1,0,5.7397928,58.561459,.625,5.6489744
1997,"BOSTON, MA","SALT LAKE CITY, UT",240,2106,242,459.51001,.70699996,7.6525459,0,0,0,5.6664267,58.561459,.70699996,5.4889379
1998,"BOSTON, MA","SALT LAKE CITY, UT",240,2106,274,477,.68699998,7.6525459,1,0,0,5.7037826,58.561459,.68699998,5.6131282
2000,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,990,252.81,.4973,7.6530204,0,0,1,5.0689044,58.568722,.4973,6.8977051
1998,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,651,265.53,.44310001,7.6530204,1,0,0,5.1179938,58.568722,.44310001,6.4785094
1997,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,548,251.22,.2721,7.6530204,0,0,0,5.0625949,58.568722,.2721,6.3062754
1999,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,1068,241.67999,.47669998,7.6530204,0,1,0,5.0238805,58.568722,.47669998,6.9735432
1997,"ATLANTA, GA","SAN JOSE, CA",100,2117,265,546.96002,.6117,7.6577554,0,0,0,5.8406415,58.641216,.6117,5.57973
1999,"ATLANTA, GA","SAN JOSE, CA",100,2117,291,581.94,.5492,7.6577554,0,1,0,5.9026332,58.641216,.5492,5.6733232
2000,"ATLANTA, GA","SAN JOSE, CA",100,2117,372,647.13,.57609999,7.6577554,0,0,1,6.0088134,58.641216,.57609999,5.9188938
1998,"ATLANTA, GA","SAN JOSE, CA",100,2117,258,567.63,.56880003,7.6577554,1,0,0,5.8777356,58.641216,.56880003,5.5529594
1999,"COLUMBUS, OH","SAN FRANCISCO, CA",455,2125,308,281.42999,.20110001,7.6615272,0,1,0,5.1761498,58.698997,.20110001,5.7300997
1998,"COLUMBUS, OH","SAN FRANCISCO, CA",455,2125,276,314.82001,.21790001,7.6615272,1,0,0,5.2882671,58.698997,.21790001,5.6204009
1997,"COLUMBUS, OH","SAN FRANCISCO, CA",455,2125,232,335.48999,.192,7.6615272,0,0,0,5.3518581,58.698997,.192,5.4467373
2000,"COLUMBUS, OH","SAN FRANCISCO, CA",455,2125,285,325.95001,.28350002,7.6615272,0,0,1,5.32301,58.698997,.28350002,5.6524892
2000,"NEW YORK, NY","TUCSON, AZ",961,2126,305,469.04999,.3152,7.6619978,0,0,1,5.6869755,58.706211,.3152,5.7203116
1997,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,301,496.07999,.70269996,7.6619978,0,0,0,5.7430034,58.706211,.70269996,5.7071104
1999,"NEW YORK, NY","TUCSON, AZ",961,2126,325,424.53,.30680001,7.6619978,0,1,0,5.5872488,58.706211,.30680001,5.7838254
1998,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,332,480.17999,.65079999,7.6619978,1,0,0,5.7104268,58.706211,.65079999,5.8051348
1997,"NEW YORK, NY","TUCSON, AZ",961,2126,286,477,.36000001,7.6619978,0,0,0,5.7037826,58.706211,.36000001,5.655992
1998,"NEW YORK, NY","TUCSON, AZ",961,2126,318,430.89001,.39250001,7.6619978,1,0,0,5.602119,58.706211,.39250001,5.7620516
2000,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,358,511.98001,.63230002,7.6619978,0,0,1,5.7745514,58.706211,.63230002,5.8805332
1999,"CHARLOTTE, NC","LOS ANGELES, CA",284,2126,428,448.38,.69629997,7.6619978,0,1,0,5.6419072,58.706211,.69629997,6.059123
1998,"PITTSBURGH, PA","SEATTLE, WA",1054,2127,163,443.60999,.58490002,7.662468,1,0,0,5.6312118,58.713417,.58490002,5.09375
1997,"PITTSBURGH, PA","SEATTLE, WA",1054,2127,128,500.85001,.71039999,7.662468,0,0,0,5.7525725,58.713417,.71039999,4.8520303
1999,"PITTSBURGH, PA","SEATTLE, WA",1054,2127,178,429.29999,.676,7.662468,0,1,0,5.5984221,58.713417,.676,5.1817837
2000,"PITTSBURGH, PA","SEATTLE, WA",1054,2127,169,515.15997,.6832,7.662468,0,0,1,5.7807436,58.713417,.6832,5.1298985
2000,"LOS ANGELES, CA","PITTSBURGH, PA",825,2137,413,461.10001,.59890002,7.6671581,0,0,1,5.6698809,58.785313,.59890002,6.0234475
1997,"LOS ANGELES, CA","PITTSBURGH, PA",825,2137,293,488.13,.65629995,7.6671581,0,0,0,5.7268476,58.785313,.65629995,5.6801724
1999,"LOS ANGELES, CA","PITTSBURGH, PA",825,2137,413,408.63,.65870005,7.6671581,0,1,0,5.5490761,58.785313,.65870005,6.0234475
1998,"LOS ANGELES, CA","PITTSBURGH, PA",825,2137,350,465.87,.6081,7.6671581,1,0,0,5.6801724,58.785313,.6081,5.857933
1997,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1185,486.54001,.63480002,7.6680937,0,0,0,5.7235851,58.79966,.63480002,7.077498
2000,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1237,588.29999,.63849998,7.6680937,0,0,1,5.9135032,58.79966,.63849998,7.1204443
1999,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1081,573.98999,.59790003,7.6680937,0,1,0,5.8888779,58.79966,.59790003,6.985642
1998,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1045,542.19,.67699999,7.6680937,1,0,0,5.8318825,58.79966,.67699999,6.9517722
1999,"NEW YORK, NY","PHOENIX, AZ",940,2143,1702,470.64001,.33009997,7.6699619,0,1,0,5.6903596,58.828316,.33009997,7.4395595
1997,"NEW YORK, NY","PHOENIX, AZ",940,2143,1788,467.45999,.38740003,7.6699619,0,0,0,5.6835799,58.828316,.38740003,7.488853
1998,"NEW YORK, NY","PHOENIX, AZ",940,2143,1575,492.89999,.39349997,7.6699619,1,0,0,5.7365723,58.828316,.39349997,7.3620105
2000,"NEW YORK, NY","PHOENIX, AZ",940,2143,1679,564.45001,.31,7.6699619,0,0,1,5.872118,58.828316,.31,7.4259539
1998,"ORLANDO, FL","SAN DIEGO, CA",1011,2151,237,357.75,.34310001,7.6736879,1,0,0,5.4161005,58.885487,.34310001,5.46806
1997,"ORLANDO, FL","SAN DIEGO, CA",1011,2151,261,356.16,.32499999,7.6736879,0,0,0,5.4116459,58.885487,.32499999,5.5645204
1999,"ORLANDO, FL","SAN DIEGO, CA",1011,2151,287,330.72,.26770002,7.6736879,0,1,0,5.3375382,58.885487,.26770002,5.659482
2000,"ORLANDO, FL","SAN DIEGO, CA",1011,2151,326,321.17999,.25330001,7.6736879,0,0,1,5.3082676,58.885487,.25330001,5.7868972
1997,"LOS ANGELES, CA","TAMPA, FL",839,2159,580,316.41,.63639998,7.6774006,0,0,0,5.2933049,58.942478,.63639998,6.363028
1999,"LOS ANGELES, CA","TAMPA, FL",839,2159,631,341.85001,.43720001,7.6774006,0,1,0,5.3706379,58.942478,.43720001,6.4473057
2000,"LOS ANGELES, CA","TAMPA, FL",839,2159,632,345.03,.54229999,7.6774006,0,0,1,5.3798971,58.942478,.54229999,6.4488893
1998,"LOS ANGELES, CA","TAMPA, FL",839,2159,593,348.20999,.5158,7.6774006,1,0,0,5.3890719,58.942478,.5158,6.3851943
1997,"CLEVELAND, OH","SAN FRANCISCO, CA",409,2162,382,399.09,.62650001,7.6787891,0,0,0,5.5254531,58.963802,.62650001,5.9454207
2000,"CLEVELAND, OH","SAN FRANCISCO, CA",409,2162,422,432.48001,.67370003,7.6787891,0,0,1,5.6058021,58.963802,.67370003,6.0450053
1999,"CLEVELAND, OH","SAN FRANCISCO, CA",409,2162,383,411.81,.60320002,7.6787891,0,1,0,5.556828,58.963802,.60320002,5.9480348
1998,"CLEVELAND, OH","SAN FRANCISCO, CA",409,2162,367,410.22,.58579999,7.6787891,1,0,0,5.5529594,58.963802,.58579999,5.9053617
1999,"ATLANTA, GA","PORTLAND, OR",90,2173,311,492.89999,.66860002,7.6838641,0,1,0,5.7365723,59.041767,.66860002,5.7397928
1998,"ATLANTA, GA","PORTLAND, OR",90,2173,341,454.73999,.70249999,7.6838641,1,0,0,5.655992,59.041767,.70249999,5.8318825
1997,"ATLANTA, GA","PORTLAND, OR",90,2173,327,432.48001,.69949996,7.6838641,0,0,0,5.6058021,59.041767,.69949996,5.7899604
2000,"ATLANTA, GA","PORTLAND, OR",90,2173,353,508.79999,.67940003,7.6838641,0,0,1,5.768321,59.041767,.67940003,5.866468
1998,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,360,287.79001,.48610002,7.6847839,1,0,0,5.1984968,59.055904,.48610002,5.8861041
2000,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,483,276.66,.4901,7.6847839,0,0,1,5.1590552,59.055904,.4901,6.1800165
1997,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,331,260.76001,.48439997,7.6847839,0,0,0,5.0998664,59.055904,.48439997,5.8021183
1999,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,610,265.53,.46020001,7.6847839,0,1,0,5.1179938,59.055904,.46020001,6.4134588
1999,"LAS VEGAS, NV","PHILADELPHIA, PA",787,2177,934,289.38,.3743,7.6857033,0,1,0,5.2040067,59.070034,.3743,6.8394766
1997,"LAS VEGAS, NV","MIAMI, FL",775,2177,282,321.17999,.47299999,7.6857033,0,0,0,5.3082676,59.070034,.47299999,5.6419072
2000,"LAS VEGAS, NV","MIAMI, FL",775,2177,574,289.38,.55519998,7.6857033,0,0,1,5.2040067,59.070034,.55519998,6.3526292
1998,"LAS VEGAS, NV","MIAMI, FL",775,2177,283,325.95001,.52149999,7.6857033,1,0,0,5.32301,59.070034,.52149999,5.6454468
1998,"LAS VEGAS, NV","PHILADELPHIA, PA",787,2177,781,294.14999,.3488,7.6857033,1,0,0,5.220356,59.070034,.3488,6.6605749
1999,"LAS VEGAS, NV","MIAMI, FL",775,2177,234,378.42001,.53560001,7.6857033,0,1,0,5.4722705,59.070034,.53560001,5.4553213
2000,"LAS VEGAS, NV","PHILADELPHIA, PA",787,2177,1252,260.76001,.3854,7.6857033,0,0,1,5.0998664,59.070034,.3854,7.1324978
1997,"LAS VEGAS, NV","PHILADELPHIA, PA",787,2177,587,318,.46169999,7.6857033,0,0,0,5.2983174,59.070034,.46169999,6.3750248
2000,"ATLANTA, GA","SEATTLE, WA",103,2183,607,545.37,.60299999,7.6884556,0,0,1,5.8377304,59.11235,.60299999,6.4085288
1998,"ATLANTA, GA","SEATTLE, WA",103,2183,562,499.26001,.667,7.6884556,1,0,0,5.749393,59.11235,.667,6.331502
1999,"ATLANTA, GA","SEATTLE, WA",103,2183,532,505.62,.5654,7.6884556,0,1,0,5.7620516,59.11235,.5654,6.2766433
1997,"ATLANTA, GA","SEATTLE, WA",103,2183,578,432.48001,.5654,7.6884556,0,0,0,5.6058021,59.11235,.5654,6.3595738
1999,"ORLANDO, FL","SANTA ANA, CA",1014,2191,136,434.07001,.32080001,7.6921134,0,1,0,5.6094718,59.16861,.32080001,4.9126549
1998,"ORLANDO, FL","SANTA ANA, CA",1014,2191,158,380.01001,.3154,7.6921134,1,0,0,5.4764633,59.16861,.3154,5.0625949
1997,"ORLANDO, FL","SANTA ANA, CA",1014,2191,153,395.91,.35740003,7.6921134,0,0,0,5.5174527,59.16861,.35740003,5.0304379
2000,"ORLANDO, FL","SANTA ANA, CA",1014,2191,123,467.45999,.2992,7.6921134,0,0,1,5.6835799,59.16861,.2992,4.8121843
1999,"HARTFORD, CT","PHOENIX, AZ",666,2214,291,318,.18180001,7.7025561,0,1,0,5.2983174,59.329372,.18180001,5.6733232
1998,"HARTFORD, CT","PHOENIX, AZ",666,2214,197,435.66,.26569998,7.7025561,1,0,0,5.6131282,59.329372,.26569998,5.2832036
2000,"HARTFORD, CT","PHOENIX, AZ",666,2214,384,311.64001,.28999999,7.7025561,0,0,1,5.2781148,59.329372,.28999999,5.9506426
1997,"HARTFORD, CT","PHOENIX, AZ",666,2214,181,456.32999,.2922,7.7025561,0,0,0,5.659482,59.329372,.2922,5.1984968
2000,"LOS ANGELES, CA","ORLANDO, FL",822,2217,1336,356.16,.48890001,7.7039104,0,0,1,5.4116459,59.350235,.48890001,7.1974354
1998,"LOS ANGELES, CA","ORLANDO, FL",822,2217,1108,370.47,.5589,7.7039104,1,0,0,5.4510384,59.350235,.5589,7.0103121
1997,"LOS ANGELES, CA","ORLANDO, FL",822,2217,1085,386.37,.59249997,7.7039104,0,0,0,5.4930615,59.350235,.59249997,6.9893351
1999,"LOS ANGELES, CA","ORLANDO, FL",822,2217,1162,341.85001,.4939,7.7039104,0,1,0,5.3706379,59.350235,.4939,7.057898
1999,"LOS ANGELES, CA","RALEIGH/DURHAM, NC",828,2239,427,305.28,.29389998,7.7137847,0,1,0,5.2574954,59.502476,.29389998,6.0567842
1998,"LOS ANGELES, CA","RALEIGH/DURHAM, NC",828,2239,242,464.28,.34290001,7.7137847,1,0,0,5.676754,59.502476,.34290001,5.4889379
1997,"LOS ANGELES, CA","RALEIGH/DURHAM, NC",828,2239,208,489.72,.34849998,7.7137847,0,0,0,5.7300997,59.502476,.34849998,5.3375382
2000,"LOS ANGELES, CA","RALEIGH/DURHAM, NC",828,2239,432,335.48999,.2543,7.7137847,0,0,1,5.3518581,59.502476,.2543,6.0684257
1998,"LAS VEGAS, NV","NEW YORK, NY",781,2242,2495,329.13,.33970001,7.7151237,1,0,0,5.3327188,59.523132,.33970001,7.8220439
1997,"LAS VEGAS, NV","NEW YORK, NY",781,2242,2115,335.48999,.33650002,7.7151237,0,0,0,5.3518581,59.523132,.33650002,7.6568103
1999,"LAS VEGAS, NV","NEW YORK, NY",781,2242,3188,332.31,.27509999,7.7151237,0,1,0,5.3423343,59.523132,.27509999,8.0671492
2000,"LAS VEGAS, NV","NEW YORK, NY",781,2242,3867,303.69,.29280001,7.7151237,0,0,1,5.2522736,59.523132,.29280001,8.2602339
1998,"PITTSBURGH, PA","SAN FRANCISCO, CA",1053,2254,320,505.62,.66059995,7.7204618,1,0,0,5.7620516,59.60553,.66059995,5.768321
2000,"PITTSBURGH, PA","SAN FRANCISCO, CA",1053,2254,398,561.27002,.71629995,7.7204618,0,0,1,5.866468,59.60553,.71629995,5.9864521
1997,"PITTSBURGH, PA","SAN FRANCISCO, CA",1053,2254,313,526.28998,.72650003,7.7204618,0,0,0,5.8021183,59.60553,.72650003,5.7462034
1999,"PITTSBURGH, PA","SAN FRANCISCO, CA",1053,2254,416,481.76999,.69730002,7.7204618,0,1,0,5.7137327,59.60553,.69730002,6.0306854
1998,"SAN DIEGO, CA","WASHINGTON, DC",1114,2256,570,537.41998,.4637,7.7213488,1,0,0,5.8230457,59.619228,.4637,6.3456364
1997,"SAN DIEGO, CA","WASHINGTON, DC",1114,2256,575,502.44,.41999999,7.7213488,0,0,0,5.7557421,59.619228,.41999999,6.3543701
2000,"SAN DIEGO, CA","WASHINGTON, DC",1114,2256,638,613.73999,.46090001,7.7213488,0,0,1,5.9558372,59.619228,.46090001,6.4583383
1999,"SAN DIEGO, CA","WASHINGTON, DC",1114,2256,559,583.53003,.5316,7.7213488,0,1,0,5.9053617,59.619228,.5316,6.3261495
1999,"SANTA ANA, CA","WASHINGTON, DC",1129,2279,206,556.5,.33860001,7.731492,0,1,0,5.857933,59.77597,.33860001,5.3278761
1997,"SANTA ANA, CA","WASHINGTON, DC",1129,2279,206,589.89001,.3689,7.731492,0,0,0,5.9162021,59.77597,.3689,5.3278761
2000,"SANTA ANA, CA","WASHINGTON, DC",1129,2279,207,629.64001,.32229999,7.731492,0,0,1,5.9814143,59.77597,.32229999,5.3327188
1998,"SANTA ANA, CA","WASHINGTON, DC",1129,2279,263,483.35999,.2951,7.731492,1,0,0,5.7170277,59.77597,.2951,5.572154
1998,"PHOENIX, AZ","PROVIDENCE, RI",1038,2280,230,283.01999,.2511,7.7319307,1,0,0,5.1817837,59.782753,.2511,5.4380794
1999,"PHOENIX, AZ","PROVIDENCE, RI",1038,2280,309,259.17001,.32669997,7.7319307,0,1,0,5.09375,59.782753,.32669997,5.7333412
2000,"PHOENIX, AZ","PROVIDENCE, RI",1038,2280,326,297.32999,.48630002,7.7319307,0,0,1,5.2311087,59.782753,.48630002,5.7868972
1997,"PHOENIX, AZ","PROVIDENCE, RI",1038,2280,240,238.5,.24350001,7.7319307,0,0,0,5.0106354,59.782753,.24350001,5.480639
1998,"BALTIMORE, MD","ONTARIO, CA",167,2288,125,330.72,.21950001,7.7354336,1,0,0,5.3375382,59.836933,.21950001,4.8283138
1999,"BALTIMORE, MD","ONTARIO, CA",167,2288,211,292.56,.22709998,7.7354336,0,1,0,5.2149358,59.836933,.22709998,5.3518581
1997,"BALTIMORE, MD","ONTARIO, CA",167,2288,157,308.45999,.2536,7.7354336,0,0,0,5.267858,59.836933,.2536,5.0562458
2000,"BALTIMORE, MD","ONTARIO, CA",167,2288,235,292.56,.2757,7.7354336,0,0,1,5.2149358,59.836933,.2757,5.4595857
2000,"LOS ANGELES, CA","WASHINGTON, DC",842,2290,1793,593.07001,.4285,7.7363071,0,0,1,5.9215784,59.850449,.4285,7.4916453
1997,"LOS ANGELES, CA","WASHINGTON, DC",842,2290,1865,510.39001,.4612,7.7363071,0,0,0,5.771441,59.850449,.4612,7.5310163
1998,"LOS ANGELES, CA","WASHINGTON, DC",842,2290,2178,438.84,.48630002,7.7363071,1,0,0,5.6204009,59.850449,.48630002,7.6861625
1999,"LOS ANGELES, CA","WASHINGTON, DC",842,2290,1688,572.40002,.5273,7.7363071,0,1,0,5.8861041,59.850449,.5273,7.4312997
1997,"BALTIMORE, MD","SAN DIEGO, CA",174,2297,552,290.97,.20729999,7.7393594,0,0,0,5.209486,59.897682,.20729999,6.3135481
1998,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,305,591.47998,.67089999,7.7393594,1,0,0,5.9188938,59.897682,.67089999,5.7203116
2000,"BALTIMORE, MD","SAN DIEGO, CA",174,2297,764,306.87,.1918,7.7393594,0,0,1,5.2626901,59.897682,.1918,6.6385679
1999,"BALTIMORE, MD","SAN DIEGO, CA",174,2297,680,294.14999,.16049999,7.7393594,0,1,0,5.220356,59.897682,.16049999,6.5220928
1997,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,236,526.28998,.75260001,7.7393594,0,0,0,5.8021183,59.897682,.75260001,5.4638319
2000,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,320,597.84003,.69419998,7.7393594,0,0,1,5.9295893,59.897682,.69419998,5.768321
1998,"BALTIMORE, MD","SAN DIEGO, CA",174,2297,584,306.87,.18520001,7.7393594,1,0,0,5.2626901,59.897682,.18520001,6.3699012
1999,"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2297,385,469.04999,.7033,7.7393594,0,1,0,5.6869755,59.897682,.7033,5.9532433
1999,"BOSTON, MA","PHOENIX, AZ",233,2301,615,375.23999,.34689999,7.7410989,0,1,0,5.4638319,59.92461,.34689999,6.4216223
1997,"BOSTON, MA","PHOENIX, AZ",233,2301,658,378.42001,.44150001,7.7410989,0,0,0,5.4722705,59.92461,.44150001,6.4892049
2000,"BOSTON, MA","PHOENIX, AZ",233,2301,538,467.45999,.39419997,7.7410989,0,0,1,5.6835799,59.92461,.39419997,6.2878585
1998,"BOSTON, MA","PHOENIX, AZ",233,2301,527,422.94,.4052,7.7410989,1,0,0,5.5834961,59.92461,.4052,6.2672005
1997,"SEATTLE, WA","WASHINGTON, DC",1133,2310,538,545.37,.4948,7.7450027,0,0,0,5.8377304,59.985069,.4948,6.2878585
2000,"SEATTLE, WA","WASHINGTON, DC",1133,2310,609,643.95001,.6128,7.7450027,0,0,1,6.0038872,59.985069,.6128,6.4118185
1999,"SEATTLE, WA","WASHINGTON, DC",1133,2310,587,636,.58899999,7.7450027,0,1,0,5.9914646,59.985069,.58899999,6.3750248
1998,"SEATTLE, WA","WASHINGTON, DC",1133,2310,545,573.98999,.5747,7.7450027,1,0,0,5.8888779,59.985069,.5747,6.300786
1997,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,976,381.60001,.49380001,7.7536235,0,0,0,5.480639,60.118679,.49380001,6.8834624
2000,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,1440,346.62,.41639999,7.7536235,0,0,1,5.3844953,60.118679,.41639999,7.2723985
1999,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,1409,341.85001,.34759998,7.7536235,0,1,0,5.3706379,60.118679,.34759998,7.2506356
1998,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,1068,354.57001,.45089999,7.7536235,1,0,0,5.4071717,60.118679,.45089999,6.9735432
1998,"LOS ANGELES, CA","WEST PALM BEACH, FL",843,2333,204,360.92999,.55720001,7.7549105,1,0,0,5.4249501,60.138638,.55720001,5.31812
1997,"LOS ANGELES, CA","WEST PALM BEACH, FL",843,2333,176,360.92999,.53509998,7.7549105,0,0,0,5.4249501,60.138638,.53509998,5.1704841
2000,"LOS ANGELES, CA","WEST PALM BEACH, FL",843,2333,162,497.67001,.55970001,7.7549105,0,0,1,5.7462034,60.138638,.55970001,5.0875964
1999,"LOS ANGELES, CA","WEST PALM BEACH, FL",843,2333,224,414.98999,.60420001,7.7549105,0,1,0,5.5645204,60.138638,.60420001,5.4116459
2000,"NORFOLK, VA","SAN DIEGO, CA",968,2334,195,434.07001,.44310001,7.7553387,0,0,1,5.6094718,60.145279,.44310001,5.2729998
1999,"NORFOLK, VA","SAN DIEGO, CA",968,2334,173,418.17001,.3664,7.7553387,0,1,0,5.572154,60.145279,.3664,5.1532917
1997,"NORFOLK, VA","SAN DIEGO, CA",968,2334,159,418.17001,.41819999,7.7553387,0,0,0,5.572154,60.145279,.41819999,5.0689044
1998,"NORFOLK, VA","SAN DIEGO, CA",968,2334,160,408.63,.34169999,7.7553387,1,0,0,5.5490761,60.145279,.34169999,5.0751739
1999,"PORTLAND, OR","WASHINGTON, DC",1070,2336,233,526.28998,.56580001,7.7561955,0,1,0,5.8021183,60.158569,.56580001,5.4510384
1998,"PORTLAND, OR","WASHINGTON, DC",1070,2336,264,513.57001,.59419996,7.7561955,1,0,0,5.7776523,60.158569,.59419996,5.5759492
1997,"PORTLAND, OR","WASHINGTON, DC",1070,2336,293,510.39001,.44240001,7.7561955,0,0,0,5.771441,60.158569,.44240001,5.6801724
2000,"PORTLAND, OR","WASHINGTON, DC",1070,2336,256,564.45001,.57919997,7.7561955,0,0,1,5.872118,60.158569,.57919997,5.5451775
1998,"BALTIMORE, MD","SEATTLE, WA",177,2337,510,324.35999,.27969998,7.7566233,1,0,0,5.31812,60.165203,.27969998,6.2344108
2000,"BALTIMORE, MD","SEATTLE, WA",177,2337,589,332.31,.2298,7.7566233,0,0,1,5.3423343,60.165203,.2298,6.3784261
1997,"BALTIMORE, MD","SEATTLE, WA",177,2337,479,302.10001,.2552,7.7566233,0,0,0,5.2470241,60.165203,.2552,6.1717005
1999,"BALTIMORE, MD","SEATTLE, WA",177,2337,570,316.41,.213,7.7566233,0,1,0,5.2933049,60.165203,.213,6.3456364
2000,"LOS ANGELES, CA","MIAMI, FL",812,2342,890,505.62,.47409999,7.7587605,0,0,1,5.7620516,60.198364,.47409999,6.7912216
1998,"LOS ANGELES, CA","MIAMI, FL",812,2342,966,437.25,.61629999,7.7587605,1,0,0,5.6167712,60.198364,.61629999,6.8731637
1997,"LOS ANGELES, CA","MIAMI, FL",812,2342,845,459.51001,.57630002,7.7587605,0,0,0,5.6664267,60.198364,.57630002,6.7393365
1999,"LOS ANGELES, CA","MIAMI, FL",812,2342,757,558.09003,.53250003,7.7587605,0,1,0,5.8607864,60.198364,.53250003,6.6293631
